company,location,industry,total_laid_off,percentage_laid_off,date,stage,country,funds_raised_millions,number_of_layoff_events,is_repeat_layoff_company,log_funds_raised,funding_bracket,severity_tier,is_statistical_outlier,outlier_direction
BlackLine,Los Angeles,Finance,95,0.05,2022-12-08,Private Equity,United States,220,1,False,5.3981627015177525,Medium ($50-500M),Mild (<=10%),False,Typical
Bleacher Report,London,Media,20,,2020-09-11,Acquired,United Kingdom,41,1,False,3.737669618283368,Small (<$50M),,False,Typical
Blend,SF Bay Area,Finance,100,0.06,2022-11-10,Post-IPO,United States,665,4,True,6.501289670540389,Large ($500M-2B),Mild (<=10%),False,Typical
Blend,SF Bay Area,Finance,200,0.1,2022-04-19,Post-IPO,United States,665,4,True,6.501289670540389,Large ($500M-2B),Mild (<=10%),False,Typical
Blend,SF Bay Area,Finance,220,0.12,2022-08-15,Post-IPO,United States,665,4,True,6.501289670540389,Large ($500M-2B),Moderate (10-25%),False,Typical
Blend,SF Bay Area,Finance,340,0.28,2023-01-10,Post-IPO,United States,665,4,True,6.501289670540389,Large ($500M-2B),Severe (25-50%),False,Typical
Blockchain.com,London,Crypto,110,0.28,2023-01-12,Series D,United Kingdom,490,2,True,6.19644412779452,Medium ($50-500M),Severe (25-50%),False,Typical
Blockchain.com,London,Crypto,150,0.25,2022-07-21,Series D,United Kingdom,490,2,True,6.19644412779452,Medium ($50-500M),Moderate (10-25%),False,Typical
BlockFi,New York City,Crypto,0,1.0,2022-11-28,Series E,United States,1000,2,True,6.90875477931522,Large ($500M-2B),Critical (>50%),True,Unusually High for Funding Level
BlockFi,New York City,Crypto,250,0.2,2022-06-13,Series E,United States,1000,2,True,6.90875477931522,Large ($500M-2B),Moderate (10-25%),False,Typical
BloomTech,SF Bay Area,Education,88,0.5,2022-12-01,Unknown,United States,0,1,False,0.0,Small (<$50M),Severe (25-50%),False,Typical
Blue Apron,New York City,Food,0,0.1,2022-12-08,Post-IPO,United States,352,1,False,5.8664680569332965,Medium ($50-500M),Mild (<=10%),False,Typical
Blueground,New York City,Real Estate,130,0.25,2020-03-27,Series B,United States,77,1,False,4.356708826689592,Medium ($50-500M),Moderate (10-25%),False,Typical
BlueStacks,SF Bay Area,Other,60,,2022-07-20,Series C,United States,48,1,False,3.8918202981106265,Small (<$50M),,False,Typical
Blume Global,SF Bay Area,Logistics,30,0.1,2020-03-30,Unknown,United States,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
Bluprint,Denver,Education,137,1.0,2020-05-26,Acquired,United States,108,1,False,4.691347882229144,Medium ($50-500M),Critical (>50%),True,Unusually High for Funding Level
BM Technologies,Philadelphia,Finance,0,0.25,2023-01-30,Post-IPO,United States,0,1,False,0.0,Small (<$50M),Moderate (10-25%),False,Typical
Bolt,SF Bay Area,Finance,50,0.1,2023-01-24,Series E,United States,1300,3,True,7.170888478512505,Large ($500M-2B),Mild (<=10%),False,Typical
Bolt,SF Bay Area,Finance,240,0.27,2022-05-25,Series E,United States,1300,3,True,7.170888478512505,Large ($500M-2B),Severe (25-50%),False,Typical
Bolt,Lagos,Transportation,17,,2023-02-21,Series F,Nigeria,0,3,True,0.0,Small (<$50M),,False,Typical
Bonsai,Toronto,Retail,29,0.34,2022-04-26,Series A,Canada,27,2,True,3.332204510175204,Small (<$50M),Severe (25-50%),False,Typical
Bonsai,Toronto,Retail,30,0.55,2022-06-20,Series A,Canada,27,2,True,3.332204510175204,Small (<$50M),Critical (>50%),False,Typical
Bonterra,Austin,Other,140,0.1,2023-01-13,Unknown,United States,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
BookClub,Salt Lake City,Education,12,0.25,2022-05-31,Series A,United States,26,1,False,3.295836866004329,Small (<$50M),Moderate (10-25%),False,Typical
Booking.com,Grand Rapids,Travel,226,,2022-11-01,Acquired,United States,0,2,True,0.0,Small (<$50M),,False,Typical
Booking.com,Amsterdam,Travel,4375,0.25,2020-07-30,Acquired,Netherlands,0,2,True,0.0,Small (<$50M),Moderate (10-25%),False,Typical
BookMyShow,Mumbai,Consumer,270,0.18,2020-05-28,Unknown,India,224,1,False,5.41610040220442,Medium ($50-500M),Moderate (10-25%),False,Typical
Booksy,SF Bay Area,Consumer,200,,2020-04-01,Series B,United States,48,1,False,3.8918202981106265,Small (<$50M),,False,Typical
Booktopia,Sydney,Retail,30,,2023-01-23,Series A,Australia,23,1,False,3.1780538303479458,Small (<$50M),,False,Typical
Boosted Commerce,Los Angeles,Retail,0,0.05,2022-07-22,Series B,United States,137,1,False,4.927253685157205,Medium ($50-500M),Mild (<=10%),False,Typical
Boozt,Malmo,Retail,70,0.05,2022-06-09,Post-IPO,Sweden,56,1,False,4.04305126783455,Medium ($50-500M),Mild (<=10%),False,Typical
Borrowell,Toronto,Finance,15,0.2,2020-04-06,Series B,Canada,72,1,False,4.290459441148391,Medium ($50-500M),Moderate (10-25%),False,Typical
Bossa Nova,SF Bay Area,Retail,0,0.5,2020-11-02,Unknown,United States,102,2,True,4.634728988229636,Medium ($50-500M),Severe (25-50%),True,Unusually High for Funding Level
Bossa Nova,SF Bay Area,Retail,61,,2020-06-29,Unknown,United States,102,2,True,4.634728988229636,Medium ($50-500M),,False,Typical
Bounce,Bengaluru,Transportation,40,0.05,2023-01-06,Series D,India,214,4,True,5.3706380281276624,Medium ($50-500M),Mild (<=10%),False,Typical
Bounce,Bengaluru,Transportation,120,,2020-03-19,Series D,India,214,4,True,5.3706380281276624,Medium ($50-500M),,False,Typical
Bounce,Bengaluru,Transportation,130,0.22,2020-06-29,Series D,India,214,4,True,5.3706380281276624,Medium ($50-500M),Moderate (10-25%),False,Typical
Bounce,Bengaluru,Transportation,200,0.4,2021-02-22,Series D,India,214,4,True,5.3706380281276624,Medium ($50-500M),Severe (25-50%),False,Typical
BounceX,New York City,Marketing,77,0.2,2020-04-06,Series B,United States,75,1,False,4.330733340286331,Medium ($50-500M),Moderate (10-25%),False,Typical
Brainly,Krakow,Education,25,,2022-11-06,Series D,Poland,148,1,False,5.003946305945459,Medium ($50-500M),,False,Typical
Branch,New York City,Retail,3,0.27,2020-06-11,Seed,United States,2,1,False,1.0986122886681098,Small (<$50M),Severe (25-50%),False,Typical
Branch Metrics,SF Bay Area,Marketing,100,0.2,2020-04-07,Series E,United States,367,1,False,5.908082938168931,Medium ($50-500M),Moderate (10-25%),False,Typical
Brave Care,Portland,Healthcare,40,0.33,2022-09-06,Series B,United States,42,1,False,3.7612001156935615,Small (<$50M),Severe (25-50%),False,Typical
Breathe,New Delhi,Healthcare,50,0.33,2022-06-14,Series A,India,6,1,False,1.9459101490553128,Small (<$50M),Severe (25-50%),False,Typical
Breather,Montreal,Real Estate,120,0.8,2020-12-16,Series D,Canada,131,1,False,4.882801922586371,Medium ($50-500M),Critical (>50%),True,Unusually High for Funding Level
Brex,SF Bay Area,Finance,62,0.15,2020-05-29,Series C,United States,732,2,True,6.597145701886651,Large ($500M-2B),Moderate (10-25%),False,Typical
Brex,SF Bay Area,Finance,136,0.11,2022-10-11,Series D,United States,1500,2,True,7.313886831633462,Large ($500M-2B),Moderate (10-25%),False,Typical
Bridge Connector,Nashville,Healthcare,154,1.0,2020-11-17,Series B,United States,45,1,False,3.828641396489095,Small (<$50M),Critical (>50%),False,Typical
Bridgit,Waterloo,Construction,13,0.13,2022-12-06,Series B,Canada,36,1,False,3.610917912644224,Small (<$50M),Moderate (10-25%),False,Typical
Bright Machines,SF Bay Area,Data,30,0.08,2022-06-28,Unknown,Israel,250,1,False,5.525452939131784,Medium ($50-500M),Mild (<=10%),False,Typical
Bright Money,Bengaluru,Finance,100,0.5,2022-07-15,Series A,India,31,1,False,3.4657359027997265,Small (<$50M),Severe (25-50%),False,Typical
Brighte,Sydney,Energy,30,0.15,2022-06-20,Series C,Australia,145,2,True,4.983606621708336,Medium ($50-500M),Moderate (10-25%),False,Typical
Brighte,Sydney,Energy,58,,2022-09-09,Series C,Australia,145,2,True,4.983606621708336,Medium ($50-500M),,False,Typical
Brightline,SF Bay Area,Healthcare,0,0.2,2022-11-01,Series C,United States,212,1,False,5.3612921657094255,Medium ($50-500M),Moderate (10-25%),False,Typical
Bringg,Tel Aviv,Logistics,10,0.1,2020-04-21,Series D,Israel,84,1,False,4.442651256490317,Medium ($50-500M),Mild (<=10%),False,Typical
Britishvolt,London,Transportation,206,1.0,2023-01-17,Unknown,United Kingdom,2400,1,False,7.783640596221253,Mega (>$2B),Critical (>50%),True,Unusually High for Funding Level
Briza,Toronto,Finance,26,0.4,2022-12-20,Series A,Canada,10,1,False,2.3978952727983707,Small (<$50M),Severe (25-50%),False,Typical
Brodmann17,Tel Aviv,Other,0,1.0,2022-12-09,Series A,Israel,25,1,False,3.258096538021482,Small (<$50M),Critical (>50%),False,Typical
Bryter,Berlin,Product,100,0.3,2022-07-13,Series B,Germany,89,1,False,4.499809670330265,Medium ($50-500M),Severe (25-50%),False,Typical
Buenbit,Buenos Aires,Crypto,80,0.45,2022-05-23,Series A,Argentina,11,1,False,2.4849066497880004,Small (<$50M),Severe (25-50%),False,Typical
Builder,Los Angeles,Product,39,0.14,2020-06-04,Series A,United States,29,1,False,3.4011973816621555,Small (<$50M),Moderate (10-25%),False,Typical
Built In,Chicago,Recruiting,28,,2020-04-10,Series C,United States,29,2,True,3.4011973816621555,Small (<$50M),,False,Typical
Built In,Chicago,Recruiting,50,0.25,2022-10-05,Series C,United States,29,2,True,3.4011973816621555,Small (<$50M),Moderate (10-25%),False,Typical
Bullhorn,Boston,Sales,100,,2020-04-30,Acquired,United States,32,1,False,3.49650756146648,Small (<$50M),,False,Typical
Bullish,Hong Kong,Crypto,30,0.08,2022-07-05,Unknown,Hong Kong,300,1,False,5.707110264748875,Medium ($50-500M),Mild (<=10%),False,Typical
Bungalow,SF Bay Area,Real Estate,70,,2022-06-22,Series C,United States,171,1,False,5.147494476813453,Medium ($50-500M),,False,Typical
BusBud,Montreal,Transportation,23,0.32,2020-04-06,Series B,Canada,21,1,False,3.091042453358316,Small (<$50M),Severe (25-50%),False,Typical
Buser,Sao Paulo,Transportation,160,0.3,2022-12-08,Series C,Brazil,138,1,False,4.934473933130692,Medium ($50-500M),Severe (25-50%),False,Typical
Bustle Digital Group,New York City,Media,0,0.08,2023-02-01,Series E,United States,80,3,True,4.394449154672439,Medium ($50-500M),Mild (<=10%),False,Typical
Bustle Digital Group,New York City,Media,19,,2020-04-03,Series E,United States,80,3,True,4.394449154672439,Medium ($50-500M),,False,Typical
Bustle Digital Group,New York City,Media,24,0.08,2020-04-03,Series E,United States,80,3,True,4.394449154672439,Medium ($50-500M),Mild (<=10%),False,Typical
Butler Hospitality,New York City,Food,1000,1.0,2022-07-08,Series B,United States,50,1,False,3.9318256327243257,Small (<$50M),Critical (>50%),False,Typical
Butterfly Network,New Haven,Healthcare,0,0.1,2022-08-02,Post-IPO,United States,530,2,True,6.274762021241939,Large ($500M-2B),Mild (<=10%),False,Typical
Butterfly Network,Boston,Healthcare,0,0.25,2023-01-04,Post-IPO,United States,530,2,True,6.274762021241939,Large ($500M-2B),Moderate (10-25%),False,Typical
Button,New York City,Marketing,48,0.35,2020-04-08,Series C,United States,64,1,False,4.174387269895637,Medium ($50-500M),Severe (25-50%),False,Typical
Buy.com / Rakuten,SF Bay Area,Retail,87,1.0,2020-07-30,Acquired,United States,42,1,False,3.7612001156935615,Small (<$50M),Critical (>50%),False,Typical
Buzzer,New York City,Media,0,0.2,2022-06-20,Unknown,United States,32,1,False,3.49650756146648,Small (<$50M),Moderate (10-25%),False,Typical
BuzzFeed,New York City,Media,180,0.12,2022-12-06,Post-IPO,United States,696,1,False,6.546785410760524,Large ($500M-2B),Moderate (10-25%),False,Typical
BVAccel,San Diego,Marketing,25,0.25,2020-04-08,Unknown,United States,0,1,False,0.0,Small (<$50M),Moderate (10-25%),False,Typical
Bybit,Singapore,Crypto,0,0.3,2022-12-03,Unknown,Singapore,0,2,True,0.0,Small (<$50M),Severe (25-50%),False,Typical
Bybit,Singapore,Crypto,600,0.3,2022-06-20,Unknown,Singapore,0,2,True,0.0,Small (<$50M),Severe (25-50%),False,Typical
Byju's,Bengaluru,Education,1500,,2023-02-02,Private Equity,India,5500,2,True,8.612685172875459,Mega (>$2B),,False,Typical
Byju's,Bengaluru,Education,2500,0.05,2022-10-12,Private Equity,India,5500,2,True,8.612685172875459,Mega (>$2B),Mild (<=10%),False,Typical
ByteDance,Shanghai,Consumer,0,0.1,2023-01-03,Unknown,China,9400,1,False,9.148571345578551,Mega (>$2B),Mild (<=10%),False,Typical
Bytedance,Shanghai,Consumer,150,,2022-06-17,Unknown,China,9400,3,True,9.148571345578551,Mega (>$2B),,False,Typical
Bytedance,Mumbai,Consumer,1800,,2021-01-27,Unknown,India,7400,3,True,8.909370405197466,Mega (>$2B),,False,Typical
Bytedance,Shanghai,Consumer,1800,,2021-08-05,Unknown,China,9400,3,True,9.148571345578551,Mega (>$2B),,False,Typical
C2FO,Kansas City,Finance,20,0.02,2022-12-09,Series H,United States,537,1,False,6.2878585601617845,Large ($500M-2B),Mild (<=10%),False,Typical
C6 Bank,Sao Paulo,Finance,60,0.06,2020-04-06,Unknown,Brazil,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
Cabin,SF Bay Area,Travel,0,0.2,2020-03-23,Seed,United States,3,1,False,1.3862943611198906,Small (<$50M),Moderate (10-25%),False,Typical
Cadre,New York City,Real Estate,28,0.25,2020-05-11,Series C,United States,133,1,False,4.897839799950911,Medium ($50-500M),Moderate (10-25%),False,Typical
Calibrate,New York City,Healthcare,156,0.24,2022-07-08,Series B,United States,127,1,False,4.852030263919617,Medium ($50-500M),Moderate (10-25%),False,Typical
Caliva,SF Bay Area,Retail,20,,2020-03-30,Series A,United States,75,1,False,4.330733340286331,Medium ($50-500M),,False,Typical
Callisto Media,SF Bay Area,Media,0,0.35,2022-10-25,Series D,United States,0,2,True,0.0,Small (<$50M),Severe (25-50%),False,Typical
Callisto Media,SF Bay Area,Media,140,0.35,2022-07-21,Series D,United States,0,2,True,0.0,Small (<$50M),Severe (25-50%),False,Typical
Calm,SF Bay Area,Healthcare,90,0.2,2022-08-11,Series C,United States,218,1,False,5.389071729816501,Medium ($50-500M),Moderate (10-25%),False,Typical
Cameo,Chicago,Consumer,80,,2022-11-09,Unknown,United States,165,2,True,5.111987788356544,Medium ($50-500M),,False,Typical
Cameo,Chicago,Consumer,87,0.25,2022-05-04,Unknown,United States,165,2,True,5.111987788356544,Medium ($50-500M),Moderate (10-25%),False,Typical
Camp K12,Gurugram,Education,0,0.7,2023-01-23,Series A,India,16,1,False,2.833213344056216,Small (<$50M),Critical (>50%),False,Typical
Candy Digital,New York City,Crypto,33,0.33,2022-11-28,Series A,United States,100,1,False,4.61512051684126,Medium ($50-500M),Severe (25-50%),False,Typical
Canoo,Los Angeles,Transportation,58,0.06,2022-07-01,Post-IPO,United States,300,1,False,5.707110264748875,Medium ($50-500M),Mild (<=10%),False,Typical
Capital One,Washington D.C.,Finance,1100,,2023-01-19,Post-IPO,United States,0,1,False,0.0,Small (<$50M),,False,Typical
Capitolis,New York City,Finance,0,0.25,2022-11-18,Series D,United States,281,2,True,5.641907070938114,Medium ($50-500M),Moderate (10-25%),False,Typical
Capitolis,New York City,Finance,37,0.25,2022-11-17,Series D,United States,281,2,True,5.641907070938114,Medium ($50-500M),Moderate (10-25%),False,Typical
Capsule,New York City,Healthcare,0,0.13,2022-07-19,Series D,United States,570,1,False,6.3473892096560105,Large ($500M-2B),Moderate (10-25%),False,Typical
Captain Fresh,Bengaluru,Food,120,,2023-01-15,Series C,India,126,1,False,4.844187086458591,Medium ($50-500M),,False,Typical
CaptivateIQ,SF Bay Area,Sales,31,0.1,2022-11-15,Series C,United States,164,1,False,5.10594547390058,Medium ($50-500M),Mild (<=10%),False,Typical
Carbon Health,SF Bay Area,Healthcare,200,,2023-01-06,Series D,United States,522,2,True,6.259581464064923,Large ($500M-2B),,False,Typical
Carbon Health,SF Bay Area,Healthcare,250,0.08,2022-06-02,Series D,United States,522,2,True,6.259581464064923,Large ($500M-2B),Mild (<=10%),False,Typical
CarDekho,Gurugram,Transportation,200,,2020-05-25,Series D,India,247,1,False,5.513428746164983,Medium ($50-500M),,False,Typical
Cardlytics,Atlanta,Marketing,51,,2022-11-14,Post-IPO,United States,212,1,False,5.3612921657094255,Medium ($50-500M),,False,Typical
Care.com,Boston,Consumer,81,,2020-04-30,Acquired,United States,156,1,False,5.056245805348308,Medium ($50-500M),,False,Typical
Careem,Dubai,Transportation,536,0.31,2020-05-04,Acquired,United Arab Emirates,771,1,False,6.648984550024776,Large ($500M-2B),Severe (25-50%),False,Typical
Career Karma,SF Bay Area,Education,22,,2023-01-12,Series B,United States,51,2,True,3.951243718581428,Medium ($50-500M),,False,Typical
Career Karma,SF Bay Area,Education,60,0.33,2022-07-28,Series B,United States,51,2,True,3.951243718581428,Medium ($50-500M),Severe (25-50%),False,Typical
CarGurus,Boston,Transportation,130,0.13,2020-04-16,Post-IPO,United States,1,1,False,0.6931471805599453,Small (<$50M),Moderate (10-25%),False,Typical
Carousell,Singapore,Retail,110,0.1,2022-12-01,Private Equity,Singapore,372,1,False,5.921578419643816,Medium ($50-500M),Mild (<=10%),False,Typical
Cars24,Gurugram,Transportation,600,0.06,2022-05-19,Series G,India,1300,1,False,7.170888478512505,Large ($500M-2B),Mild (<=10%),False,Typical
Carsome,Kuala Lumpur,Transportation,0,0.1,2022-09-30,Series E,Malaysia,607,1,False,6.410174881966167,Large ($500M-2B),Mild (<=10%),False,Typical
Carta,SF Bay Area,Finance,161,0.16,2020-04-15,Series E,United States,447,2,True,6.104793232414985,Medium ($50-500M),Moderate (10-25%),False,Typical
Carta,SF Bay Area,HR,0,0.1,2023-01-11,Series G,United States,1100,2,True,7.00397413672268,Large ($500M-2B),Mild (<=10%),False,Typical
Carvana,Phoenix,Transportation,2500,0.12,2022-05-10,Post-IPO,United States,1600,2,True,7.378383712996714,Large ($500M-2B),Moderate (10-25%),False,Typical
Carvana,Phoenix,Transportation,1500,0.08,2022-11-18,Post-IPO,United States,1600,2,True,7.378383712996714,Large ($500M-2B),Mild (<=10%),False,Typical
Carwow,London,Transportation,70,0.2,2022-11-25,Unknown,United Kingdom,157,1,False,5.062595033026967,Medium ($50-500M),Moderate (10-25%),False,Typical
Casavo,Milan,Real Estate,0,0.3,2023-02-13,Unknown,Italy,708,1,False,6.563855526532128,Large ($500M-2B),Severe (25-50%),False,Typical
Cashfree Payments,Bengaluru,Finance,100,,2023-01-12,Series B,India,41,1,False,3.737669618283368,Small (<$50M),,False,Typical
Casper,New York City,Retail,78,0.21,2020-04-21,Post-IPO,United States,339,1,False,5.828945617610208,Medium ($50-500M),Moderate (10-25%),False,Typical
Castlight Health,SF Bay Area,Healthcare,0,0.13,2020-05-04,Post-IPO,United States,184,1,False,5.220355825078324,Medium ($50-500M),Moderate (10-25%),False,Typical
Catalant,Boston,Other,30,,2020-03-30,Series E,United States,110,1,False,4.709530201312334,Medium ($50-500M),,False,Typical
Catch.com.au,Melbourne,Retail,100,,2023-02-06,Acquired,Australia,80,1,False,4.394449154672439,Medium ($50-500M),,False,Typical
Cazoo,London,Transportation,750,0.15,2022-06-07,Post-IPO,United Kingdom,2000,1,False,7.601402334583733,Large ($500M-2B),Moderate (10-25%),False,Typical
Cedar,New York City,Healthcare,0,0.24,2022-07-07,Series D,United States,351,1,False,5.863631175598097,Medium ($50-500M),Moderate (10-25%),False,Typical
Celsius,New York City,Crypto,150,0.25,2022-07-03,Series B,United States,864,1,False,6.762729506931879,Large ($500M-2B),Moderate (10-25%),False,Typical
Cerebral,SF Bay Area,Healthcare,285,0.15,2023-02-27,Series C,United States,462,2,True,6.137727054086234,Medium ($50-500M),Moderate (10-25%),False,Typical
Cerebral,SF Bay Area,Healthcare,400,0.2,2022-10-24,Series C,United States,462,2,True,6.137727054086234,Medium ($50-500M),Moderate (10-25%),False,Typical
